,question,facts,results,precesion,recall
1393,['How many teams have used the stadiums which have been rented by the Canadian Hockey team?'],"['http://dbpedia.org/ontology/tenant,http://dbpedia.org/property/tenants,']","[' [        ""http://dbpedia.org/property/organization"",         ""http://dbpedia.org/ontology/birthPlace""    ]']",['0.0'],['0.0']
1394,['How many TV shows are similar to the ones belonging to fantasy genre?'],"['http://dbpedia.org/ontology/genre,http://dbpedia.org/ontology/related,http://dbpedia.org/ontology/TelevisionShow,']",[' [        "http://dbpedia.org/ontology/genre"    ]'],['1.0'],['1.0']
1395,['What religions are followed by economists?'],"['http://dbpedia.org/ontology/profession,http://dbpedia.org/ontology/religion,']",[' [        "http://dbpedia.org/ontology/education"    ]'],['0.0'],['0.0']
1396,['Is Rajya Sabha a house of parliament in India?'],"['http://dbpedia.org/property/houses,']",[],,
1397,['How many teams have rented stadiums in Canada?'],"['http://dbpedia.org/property/location,http://dbpedia.org/property/tenants,']",[],,
1398,['Where was Babita born ?'],"['http://dbpedia.org/property/birthplace,']",[],,
1399,['Name some politicians buried in a place near Orange Virginia?'],"['http://dbpedia.org/property/nearestCity,http://dbpedia.org/property/restingplace,http://dbpedia.org/ontology/OfficeHolder,']",[],,
1400,['What is the sea whose cities are Gdask and Oulu?'],"['http://dbpedia.org/property/cities,http://dbpedia.org/property/cities,http://dbpedia.org/ontology/Sea,']",[],,
1401,['How many awards have been given to the participants of the Lawrence Realization Stakes?'],"['http://dbpedia.org/property/race,http://dbpedia.org/ontology/honours,']",[],,
1402,["Who commanded the invasion of Buwat and made Fatima bint Sa'd famous?"],"['http://dbpedia.org/property/commander,http://dbpedia.org/ontology/knownFor,']",[' [        "http://dbpedia.org/ontology/battle"    ]'],['0.0'],['0.0']
1403,['What is the ethicity of Ted Falon?'],"['http://dbpedia.org/ontology/ethnicity,']",[' [        "http://dbpedia.org/ontology/leader"    ]'],['0.0'],['0.0']
1404,['Name the person whose mother name is Cedella Booker and has a son named Sharon Marley?'],"['http://dbpedia.org/ontology/parent,http://dbpedia.org/property/children,http://dbpedia.org/ontology/Person,']",[' [        "http://dbpedia.org/ontology/parent"    ]'],['1.0'],['1.0']
1405,['Which kind of buildings are found in England?'],"['http://dbpedia.org/property/locationCountry,http://dbpedia.org/ontology/type,http://dbpedia.org/ontology/Building,']",[],,
1406,["Cricket is played by which countries' citizens?"],"['http://dbpedia.org/ontology/occupation,http://dbpedia.org/ontology/stateOfOrigin,']",[' [        "http://dbpedia.org/ontology/nonFictionSubject"    ]'],['0.0'],['0.0']
1407,['Who all have been presenters on shows by the NBC?'],"['http://dbpedia.org/ontology/channel,http://dbpedia.org/property/presenter,http://dbpedia.org/ontology/TelevisionShow,']",[' [        "http://dbpedia.org/ontology/presenter"    ]'],['0.0'],['0.0']
1408,['What tv shows were born out of a collaboration of playtone and dreamworks?'],"['http://dbpedia.org/ontology/company,http://dbpedia.org/ontology/company,http://dbpedia.org/ontology/TelevisionShow,']","[' [        ""http://dbpedia.org/ontology/roleInEvent"",         ""http://dbpedia.org/ontology/publisher""    ]']",['0.0'],['0.0']
1409,['Who all have written songs that were then recorded in the Criteria Studios?'],"['http://dbpedia.org/ontology/recordedIn,http://dbpedia.org/property/writer,http://dbpedia.org/ontology/MusicalWork,']",[' [        "http://dbpedia.org/ontology/recordedIn"    ]'],['1.0'],['1.0']
1410,['What are all the religions that have been followed by the Sir Lankan attorneys?'],"['http://dbpedia.org/ontology/profession,http://dbpedia.org/ontology/religion,']",[' [        "http://xmlns.com/foaf/0.1/primaryTopic"    ]'],['0.0'],['0.0']
1411,['Through how many labels has Katy B released her singles?'],"['http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/recordLabel,']","[' [        ""http://dbpedia.org/ontology/recordLabel"",         ""http://dbpedia.org/ontology/artist""    ]']",['0.5'],['0.5']
1412,['Which newspaper is owned by people living in Oslo?'],"['http://dbpedia.org/ontology/location,http://dbpedia.org/property/owners,']",[' [        "http://dbpedia.org/ontology/operator"    ]'],['0.0'],['0.0']
1413,['How many people have written for Gangan Comics?'],"['http://dbpedia.org/property/magazine,http://dbpedia.org/property/author,']",[],,
1414,['Is William H Blanchard buried in Colorado?'],"['http://dbpedia.org/property/placeofburial,']",[' [        "http://dbpedia.org/ontology/foundedBy"    ]'],['0.0'],['0.0']
1415,['What award was won by the father of Angelina Jolie?'],"['http://dbpedia.org/property/children,http://dbpedia.org/ontology/award,']",[' [        "http://dbpedia.org/ontology/parent"    ]'],['0.0'],['0.0']
1416,['What were robert sarvis and JAck Ryan nominated for ?'],"['http://dbpedia.org/ontology/nominee,http://dbpedia.org/ontology/nominee,']",[],,
1417,['Is GIMP written in GTK+?'],"['http://dbpedia.org/property/programmingLanguage,']",[],,
1418,['Where does the river flow into which begins in Lebrsnik?'],"['http://dbpedia.org/ontology/sourcePlace,http://dbpedia.org/ontology/riverMouth,']",[],,
1419,['Where did the conflict take place where Liu Mingchuan fought?'],"['http://dbpedia.org/property/battles,http://dbpedia.org/ontology/territory,']",[],,
1420,['Name the loocation of Lekh Castle which is also the location of SamurAbsheron channel ?'],"['http://dbpedia.org/ontology/location,http://dbpedia.org/ontology/sourceCountry,']",[' [        "http://dbpedia.org/ontology/location"    ]'],['1.0'],['1.0']
1421,['Which religion is followed by the PM who was served by Chea Sim?'],"['http://dbpedia.org/property/primeminister,http://dbpedia.org/ontology/religion,']",[' [        "http://dbpedia.org/ontology/religion"    ]'],['1.0'],['1.0']
1422,['Name the parts of the settlements which has New Braunfels as one of the parts ?'],"['http://dbpedia.org/ontology/part,http://dbpedia.org/ontology/part,http://dbpedia.org/ontology/Settlement,']","[' [        ""http://dbpedia.org/ontology/part"",         ""http://dbpedia.org/ontology/settlement""    ]']",['1.0'],['1.0']
1423,["Who is the headcoach of 2014-15 Virginia Tech Hokies men's basketball team ?"],"['http://dbpedia.org/property/headcoach,']",[],,
1424,['name the home stadium of FC Spartak Moscow season 2011-12'],"['http://dbpedia.org/ontology/homeStadium,']",[],,
1425,['Give me a list of everyone who married the musicians signed up with Pablo Records?'],"['http://dbpedia.org/property/label,http://dbpedia.org/ontology/spouse,']",[],,
1426,['Which interest of Philip Novak is the relegion of Vesak ?'],"['http://dbpedia.org/property/mainInterests,http://dbpedia.org/ontology/type,']",[' [        "http://dbpedia.org/ontology/mainInterest"    ]'],['0.0'],['0.0']
1427,['Who made the singles on the famous album Aida?'],"['http://dbpedia.org/ontology/album,http://dbpedia.org/ontology/musicalArtist,http://dbpedia.org/ontology/Single,']",[' [        "http://dbpedia.org/ontology/album"    ]'],['1.0'],['1.0']
1428,['What sport played in Polytechnic uni of San Juan has also made advocate nasiruddin famous?'],"['http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/sport,']","[' [        ""http://dbpedia.org/ontology/sport"",         ""http://dbpedia.org/property/placeOfBurial""    ]']",['0.5'],['0.5']
1429,"['Where is the fictional character from, whose last appearance was in the Avengers, 1998?']","['http://dbpedia.org/property/last,http://dbpedia.org/property/nationality,http://dbpedia.org/ontology/FictionalCharacter,']",[],,
1430,['What are the movies with Daniel Waters as screenwriter?'],"['http://dbpedia.org/property/screenplay,http://dbpedia.org/ontology/Film,']",[],,
1431,['Where are the tombs of alumni of ational academy museum and school?'],"['http://dbpedia.org/ontology/training,http://dbpedia.org/ontology/restingPlace,']",[' [        "http://dbpedia.org/property/education"    ]'],['0.0'],['0.0']
1432,['What beverage was launched by Ferrero SpA?'],"['http://dbpedia.org/property/creator,http://dbpedia.org/ontology/Food,']",[],,
1433,['Name the TV show with Simon Fuller as artist and Fox as the channel ?'],"['http://dbpedia.org/property/creator,http://dbpedia.org/property/channel,http://dbpedia.org/ontology/TelevisionShow,']",[' [        "http://dbpedia.org/property/channel"    ]'],['1.0'],['1.0']
1434,['How many athletic associations are there in all of the private universities?'],"['http://dbpedia.org/property/type,http://dbpedia.org/property/athletics,']",[' [        "http://dbpedia.org/ontology/officerInCharge"    ]'],['0.0'],['0.0']
1435,['Which set of researchers won the Gold Medal of the Royal Astronomical Society award?'],"['http://dbpedia.org/property/prizes,http://dbpedia.org/ontology/Scientist,']",[],,
1436,"['In how many areas do the networks broadcast, which also broadcasts in North Carolina?']","['http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/property/area,http://dbpedia.org/ontology/Place,']",[' [        "http://dbpedia.org/property/location"    ]'],['0.0'],['0.0']
1437,['Name the movie whose director of photography is Gregg Toland and Bernard Herrmann was the music composer?'],"['http://dbpedia.org/ontology/cinematography,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,']","[' [        ""http://dbpedia.org/ontology/musicComposer"",         ""http://dbpedia.org/ontology/occupation""    ]']",['0.5'],['0.5']
1438,['What city gave birth to Mishal Raheja and also houses New India Assurance?'],"['http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/property/location,']",[' [        "http://dbpedia.org/ontology/location"    ]'],['0.0'],['0.0']
1439,['What are the awrds won by Laemmle Theatres ?'],"['http://dbpedia.org/ontology/service,']",[' [        "http://dbpedia.org/ontology/president"    ]'],['0.0'],['0.0']
1440,"['People of which religion have been the members of parliament, and are from the Kalutara Electoral district?']","['http://dbpedia.org/ontology/region,http://dbpedia.org/ontology/religion,http://dbpedia.org/ontology/MemberOfParliament,']",[' [        "http://dbpedia.org/property/members"    ]'],['0.0'],['0.0']
1441,['Name a company with one of the key person as Edwin Catmull and produces RenderMan?'],"['http://dbpedia.org/ontology/keyPerson,http://dbpedia.org/property/products,http://dbpedia.org/ontology/Company,']",[' [        "http://dbpedia.org/ontology/keyPerson"    ]'],['1.0'],['1.0']
1442,['Name the Fox TV show judged by Rand Jackson ?'],"['http://dbpedia.org/property/judges,http://dbpedia.org/property/channel,http://dbpedia.org/ontology/TelevisionShow,']","[' [        ""http://dbpedia.org/ontology/developer"",         ""http://dbpedia.org/property/occupation""    ]']",['0.0'],['0.0']
1443,["From how many different cities have people gone to the Illinois Fighting Illini men's basketball?"],"['http://dbpedia.org/ontology/college,http://dbpedia.org/property/placeOfBirth,http://dbpedia.org/ontology/Place,']",[' [        "http://dbpedia.org/ontology/college"    ]'],['1.0'],['1.0']
1444,["How many owners owned the clubs participating in the Premier leagues of '14?"],"['http://dbpedia.org/ontology/season,http://dbpedia.org/property/owner,']",[],,
1445,['Which writer of A literary Nightmare also extended the work of The Apple tree ?'],"['http://dbpedia.org/ontology/basedOn,http://dbpedia.org/ontology/author,']","[' [        ""http://dbpedia.org/ontology/writer"",         ""http://dbpedia.org/ontology/author""    ]']",['0.5'],['0.5']
1446,['What are the movies whose cast members are signed up with Point Blank Records?'],"['http://dbpedia.org/property/label,http://dbpedia.org/property/starring,http://dbpedia.org/ontology/Film,']",[],,
1447,['How many people are in the band with Juelz Santana?'],"['http://dbpedia.org/property/currentMembers,http://dbpedia.org/ontology/bandMember,http://dbpedia.org/ontology/Person,']",[' [        "http://dbpedia.org/ontology/currentWorldChampion"    ]'],['0.0'],['0.0']
1448,['To which series does Lost special belong to ?'],"['http://dbpedia.org/property/series,']",[],,
1449,['Was Elton John a chairman of a Watford FC Season?'],"['http://dbpedia.org/ontology/chairman,']",[' [        "http://dbpedia.org/ontology/chairman"    ]'],['1.0'],['1.0']
1450,['From which genres of music did those genres emerge where drums are important?'],"['http://dbpedia.org/property/instruments,http://dbpedia.org/ontology/stylisticOrigin,http://dbpedia.org/ontology/MusicGenre,']",[' [        "http://dbpedia.org/property/date"    ]'],['0.0'],['0.0']
1451,['What is the service of the Laemmle Theatres and is also the award of the Jos Rivera (playwright)?'],"['http://dbpedia.org/ontology/service,http://dbpedia.org/property/awards,']",[' [        "http://dbpedia.org/ontology/service"    ]'],['1.0'],['1.0']
1452,"['In which other places are there companies which are in Ontario, too?']","['http://dbpedia.org/ontology/locationCity,http://dbpedia.org/property/locations,']",[],,
1453,['Where did the music genre of Harry and the Potters originate?'],"['http://dbpedia.org/ontology/genre,http://dbpedia.org/ontology/stylisticOrigin,']",[' [        "http://dbpedia.org/ontology/genre"    ]'],['1.0'],['1.0']
1454,['Who used to skate with the pupils of Laureano Ibarra?'],"['http://dbpedia.org/property/coach,http://dbpedia.org/ontology/formerPartner,http://dbpedia.org/ontology/FigureSkater,']",[' [        "http://dbpedia.org/ontology/mastersWins"    ]'],['0.0'],['0.0']
1455,['What is the religion of the member of parliament who is a relative of Sarathchandra Rajakaruna?'],"['http://dbpedia.org/ontology/relation,http://dbpedia.org/ontology/religion,http://dbpedia.org/ontology/MemberOfParliament,']",[' [        "http://dbpedia.org/property/parliament"    ]'],['0.0'],['0.0']
1456,"['What television show is magistrated by Harry Connick, Jr.?']","['http://dbpedia.org/property/judges,http://dbpedia.org/ontology/TelevisionShow,']",[' [        "http://dbpedia.org/property/wordnet_type"    ]'],['0.0'],['0.0']
